topic,title,source,article_url,rank_within_feed,relative_popularity,timestamp,feed_count,composite_score
ENTERTAINMENT,"Oscars 2026: Best red carpet looks from Demi Moore, Michael B. Jordan, Jessie Buckley and more - Yahoo",Yahoo,https://news.google.com/rss/articles/CBMi8AFBVV95cUxQeFlnQVR3dGMyMjcwWlNYY1JvMWhFVTVHX01LeHl0WUhVWUFiU2dVaUNfNGU3WWcxTlBBOTYtWlpRR2xwVEU1X3AyZThVRnBYcnJvTHRnV2k0SFJNa3hMMEZVcnZhcnU1eU5ZVnpTOGZKSXozZFV6LUJGV1pZUWI0bEJNT0t6ZFZuWGx1THNzUk1wNGpBdFVKbGpVYVg0MkZDUDFXbTc3bjFWRDhRTTF5V1N6TUE4ODhydVo5Z0FaZDZUeFZtVEQ1bjNsWTJraXZVOE1aSW9uOU5XZTl6azU3UjdTOHpnUEFrVkRtdXRtcFg?oc=5,13,0.988,2026-03-16 09:06:37.799434,1,0.988
TECHNOLOGY,Windows 11's initial setup is getting a long-requested feature - Neowin,Neowin,https://news.google.com/rss/articles/CBMilAFBVV95cUxPRldiRzNZRld0ZXFkRk1MRE4tS1dKaDViUEZGc0d1UU5TTzBpWjVwZ1dVb09PblVWVUxCNVJFcTBuaVZjeVQ1Tm8ya2tFeW1icHlEanVBb1QyTXBqU2gwNGRqZ3JySU5Fb1hsYVFpTW1RWDBZUDJFbU9lMFMyc3ZCMFFrU0l1eXo0OEhBanlyVjhXQV920gGTAUFVX3lxTE8xVWJmZVViZFpVLWw5SEpWLXlSRnhUbzJnX2dpeDlMb2ducnJ1X1JyQndZN3ZtV05UNFVPQXd1VHlHdk9xbEVtbk94TmdwLTgxaW5PMEVwdmo4TVRndEJXOWRfQndneVdTd3MyQVNDYWFTV2R0M2Q3Qk5rajN6Q1BPRFZ2STlyQkx0aHQ3d3NCdlB0WQ?oc=5,13,0.988,2026-03-16 09:06:36.296985,1,0.988
BUSINESS,US Reiterates Oil Reserve Release Spurred by Iran War Will Be an Exchange - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxNc1NtZmhNaUQwUmdWXzNfblMzOUlsRnFLTTczNHpRMVdoZ3k3NlZWVG02ZHVVeWhkYzhpSFp1V05lZV9tUGMxVmE4LWtJa2tJcUtsSkt2eDJET2lOUFpkNXo2SS1yZWZsUVJwbEJpbV96XzJtRXJFWFprZW9FN3hscl82Zi1xZ3k1bEk1WDI4UzJueU00akFnRmtwY2IxZm1RU0ROQzJBMXpTR1Zlei0wTU14NA?oc=5,13,0.988,2026-03-16 09:06:35.280665,1,0.988
ARTS,SUBARU Innovation Hub / Nikken Sekkei - ArchDaily,ArchDaily,https://news.google.com/rss/articles/CBMieEFVX3lxTE9sT2NZbUtGTTZKTUhkNXJzSmtJZ3lhNUZGZ2dJZlZ6Q1NYZEFtT2kxS1VzNFdzaGJubUo4YmcwampSRjdjaGZ5MU0tOUxtY2dtd1BNTXhLN2p1WGtpSHFBTG5UQ3V5UkNud1B4R29QX3lOdzlXakpESg?oc=5,13,0.988,2026-03-16 09:06:37.439485,1,0.988
SCIENCE,Astronomers just found the source of the brightest fast radio burst ever - ScienceDaily,ScienceDaily,https://news.google.com/rss/articles/CBMib0FVX3lxTE42VzE4RG5rekIxMWJwaEpSUXQ3M2l6LUhlbTdLaW5Ra213RjVwdFdkRklNdi1sbmxXeTZFOG4zcTdhMTNVVXM4SXVBSFduX3NVRjdoQ2FzY1FwS3E1dXFQeUJNSHJvUHZYR1FlY21Ybw?oc=5,13,0.988,2026-03-16 09:06:39.010561,1,0.988
ENTERTAINMENT,‘Secret Lives of Mormon Wives’ Production Paused Amid Taylor & Baby Daddy Drama - TMZ,TMZ,https://news.google.com/rss/articles/CBMilwFBVV95cUxQbDBhNU82aDlVaHp5ek5mc05oU3FsZjc4dnhSQUp2VGlEU3YtaHlKbHY0bkxJOHYycUVvMmh6RzVtdEFxUV9pMEdORFZVSlA1dGlRLTlOa0NTSF9KU2p4cmpDZmRsY20xWmlTbnBZVjctdDk1M2RSQ3BkQjZoc05XTTNfZlZ2NWtkbFpIQ21RN3JRbUo3Q0Z3?oc=5,14,0.987,2026-03-16 09:06:37.799438,1,0.987
TECHNOLOGY,"MacBook Neo Components Required A ‘Rethink’ From Apple To Get Down To That $599 Price, New Report Says A Touchscreen In Newer Models Isn’t ‘Plausible’ - Wccftech",Wccftech,https://news.google.com/rss/articles/CBMipAFBVV95cUxQVXI0TDFvazM4d3psb1diQ0s2MkUyYm9KekZXN3Zxc2xTWDRJczRXcW9TVlNtNENOMlJrYXkwNGhlaUVjYTNkMU9tTFVkTGxWemhOVG5hMXRwWURHYU1aQVJuZERwLUJtZmhRVjBkQ2toZWxvYTF5aGt2M0kwOXdRY2UxVXMwZm10NnZLZUdLNmdNbTc2eFFMMDhKWGo0TEh5U1JxU9IBqgFBVV95cUxOdGtVczNpb1o2ZzRpVkdTVFNKeTZDdTIxcUlqS2pwM1oybGRtaVVuMU5xZl94MnRKV3ZmM2FOR1pGbm53RXRsd1MyR0dwTHFBakdib1Brc3ZzRG9fUTlqZ3ZxaG13R0I3SmhOTlhQNEhMOUtPRGZzMURQR2dleTkwN1BQOHNyNUx5SE1MaXRlbTNLUlI0SFlBbkVSRnVYSk1YTXhTSkx2OFR4Zw?oc=5,14,0.987,2026-03-16 09:06:36.296990,1,0.987
ARTS,This wildlife photographer’s animal portraits are stunning – and she’s at The Photography & Video Show - Digital Camera World,Digital Camera World,https://news.google.com/rss/articles/CBMiiwJBVV95cUxPdTllNkFBY285bU5mZXJjRDdvYm9MYVdqUGVXWDdvSmE5N0EyRDNUU1BCQVY0MDRhLU9jdGJkMHlLTzIwRDFuVzBDMWNpNlExeV9XUU9ERjJGNEVpRHhSeF8zc3BPTl91QnVnakE0TzY0Yk5tVnlSTTQxaV9SWFliN1FiR3FUYXVrNGx2UjFlVjNvSXJzMjF3T2VScUMwYi1qVE5Bbm1mOC03dUo0Y2o2VklNdVBKdWV2M1NWVktwUm41T2Z6OVJQQnJYN1VSUXlpcWYzWTcwYkc4TWZNTHV0cHdLNzRpN2VQZ0hVSDl0MDZZYVc0SWVhelVnOWxtZlkwdTU3ZFhzQy01TXM?oc=5,14,0.987,2026-03-16 09:06:37.439489,1,0.987
WORLD,Kenya minister flies to Russia to halt illegal army hiring - DW.com,DW.com,https://news.google.com/rss/articles/CBMiugFBVV95cUxNTzgwaldVMlozUlJaR280TDJVZS1Lem90ZTd5bDI4R09sNTVkSGp1QmRMUkVmdFM3RzJQTUFQWkVpTlpGR05DVVZXRnVDcjVkMkhuTGdubWpvOTFXaENlMVVySXhHaUxITmJtR083TENpRjdPSjZsNXFyZlhnQVhXVjAzSUYzUVF1ekdydEJSS3g5V0JRbHFGLTJsNXJSTzFPUENZOG1lUWJkd2x3X3NReGhkU1Z5Z1Y4R2fSAboBQVVfeXFMT3dETXRucmJvODdkanBmYWJ5UzBUNVF2WFJPRzB5WjFjVzhRY3ljcmw1Y1VNUTExQzFhdFRZSk5DcHdrZXpRTy0tNzZkLWhKbk5YSlVyaDFmQmlOd254eEE1UzZ4QnBhV0U3UGxMeDhTVWduRlEzQTQwMm9SMmVoSGRjMHp2NFhKQThNelhLYVVrZnpvWDVYVlFuUG9XT2NqMTVSYmRMcjNYOW93OXRscmY0amQyVmR1T1VB?oc=5,14,0.987,2026-03-16 09:06:35.590635,1,0.987
BUSINESS,The Iran war is a new test of America's economic superpower - Axios,Axios,https://news.google.com/rss/articles/CBMicEFVX3lxTFBGcEN5WGp2enpEbkdkVmRHTFE2NzE5Qkp0TGNCeDV1YTBXWmI0MlJpWFVCcEJZVEY3Z0IyNDNBNFc2M3hWVmNnWElsVEJfUXhrSUFzN2VfaHZNeGRMT2d2OXRpNk9wdmRJQ3JxVjJVbEk?oc=5,14,0.987,2026-03-16 09:06:35.280669,1,0.987
SCIENCE,Climate change is making Earth’s days longer: Study - Ground News,Ground News,https://news.google.com/rss/articles/CBMijAFBVV95cUxQc2lfcmF2bVg5dEJQeV9TTVBkcXp3Nnl0aDhwcVhVYlh1dUVLRGZEd0JjX1JLY09Tak1lLWd4SHlnYVZnM2N2bWpWa2d1aS0zeFljSWVXT1g1M0s0azV3b3ExZVNlbVVXeXhlVVhabHhEX245ak1SVEdtSU5vMkh5U1BHb0wtdTZwclB3dA?oc=5,14,0.987,2026-03-16 09:06:39.010565,1,0.987
TOP,"3,800 workers are set to strike Monday at one of the nation's largest meatpacking plants - abcnews.com",abcnews.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQSlJhbjZGU0k2TXdUR0N3WWdyMm55SnJfR2xva0VWTEg2aUxXdW9Ic1hsd2I2cUtyUnBMTHQ5X3RHbGRtREFjd2tZU0NfRG5aQlBWa0kwTHFPOEFHQ2Fqck9QV2NPaWMweEk0U190b3BoQXhyZjRkU3Y4S2pzdTVrVTU1SENvb21tRGQyT2swODRVbFlhQm9NY3BxTlotMG1RS0hwZ2hkTzBaTGfSAbABQVVfeXFMT0NSdngzV2ZDMkxpSlNWN011T1RwMHEwSTN3UTJZMExJQ3p4ai1VUUhieVlWNkhHOEdTeVZnZTFUd1Q0VEtJSjlYZ2dqRTF6UTR0UGdpLVR2MTItMTlmZmhFbFVuZWhCLUpfSVFnQzdYSzBtVVR5akQ5TmdaUWQ4VExqUTBxVS05aG5hYVltbTJSMkNHSzBJZmV3dzY3QTg1elRwVWxmaFFnQjg5Qld1ek4?oc=5,15,0.986,2026-03-16 09:06:34.898329,1,0.986
BUSINESS,"When gas prices go up, changing the way you drive can stretch your fuel just a bit farther - AP News",AP News,https://news.google.com/rss/articles/CBMirAFBVV95cUxQYjdWZnhuMW0zR2g0V3haMjMtXy15U3o1blRPM1RsUGs1RFhPOERsQkZfRWoyZHpaQ3doRE15RjJFSUhfQ1dNOVpjek91bHBIeXZ6bjZxOEVlYTNac040SldfUS02dENqeWdmRTE0NnR0M3lBaEJzdjRadzN6Nlh3Zi1JZXBJaDh2U1liS3I2NG0yUFdjQWMzeGo5Y2FWWU1KRlJoT0R0OWNWaXZG?oc=5,15,0.986,2026-03-16 09:06:35.280672,1,0.986
WORLD,Oil Market Set for Tumultuous Week as Kharg Attack Raises Stakes - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxOSXpHREdQSnIzRE1WUy12UTRmZVhoRjhVNGNFb21JbWFjX3hERmZINFV6N0xOX0k2WEUwYnZmNlJCaEszdGVfTWFEU2FsRndLelNNekpTRjRfUkxJSlBaNURGUVJTZjExV2JIZ3Z0c0daY3N4UXdBT1h3WW51VVgzSVlzZnAtTVFkZk9rck8wQnBSWVFDQ0VPOW1keU9pX29rVWd0dGxEc0JaS1JFb2VYS1lUQnREZw?oc=5,15,0.986,2026-03-16 09:06:35.590639,1,0.986
TECHNOLOGY,"Top Stories: Apple's 50th Anniversary, New and Upcoming Products, and More - MacRumors",MacRumors,https://news.google.com/rss/articles/CBMihAFBVV95cUxPWUw5ckFOQ1N0Q1lKVjg5NTZtajNpdzBPWWllZUdpRVJTNk9zV2xlZEtxSlVFeW9ySEZuNFAwN1RUMG43XzZRUnZ3QnlsUlBBTkNJX1lxUGh4cG5RU0xXMlZWY1VFRWVKNmFELXVUbjdXUzVFUXhNV24wRDBYRXBlbGxyMEU?oc=5,15,0.986,2026-03-16 09:06:36.296994,1,0.986
ARTS,Elastic Releases Version 9.3.0 With Enhanced AI Tools and OTel Support - infoq.com,infoq.com,https://news.google.com/rss/articles/CBMidkFVX3lxTFA3MktXbVBELXpmeW5xdko0eWoxN3gwTnBaZ3JERWcxLXBGMk82NUp3N3hrUUd2RkVMWndUVFdJZ0poZWQ4aF9RQ0pFMHEzNlFQUUNCNUVzYXI3RUhhZzIxUi03b1BuN19qVUo0ZmlfWTFSNjltMlE?oc=5,15,0.986,2026-03-16 09:06:37.439493,1,0.986
SCIENCE,"Deep underground, a telescope may soon detect ghosts of stars that died before Earth existed - Space",Space,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOSmJhNG9BWEYzZHVKcDlsU1huc3JIZU1WYkhXeGlQVUVfREJULTBUa3VWbVdHbUhHM2o0akVtR081bG1QcW56LUh6SVJBQXFPdXZnTjd4S3ZRcUExbXg5UHpUTVBfWERTSUVxWEEyWHJIY1JsbkJfQ0xfUVRETHFoUnNiV01Tc0xyZ2V4aGMyQU5BNTNpSjVETUJGOHd1YlhkTGZkeDQ0VU9OUG12UlNUU0s0NERYUE02QkNMaGNad0p4VWZfeUphWA?oc=5,15,0.986,2026-03-16 09:06:39.010568,1,0.986
SCIENCE,Astrophotographer spends nearly 70 hours capturing a delicate blue nebula in Orion (photo) - Space,Space,https://news.google.com/rss/articles/CBMivgFBVV95cUxOYkxuRWtMbWJZTWNSUnJDT3E4bmMtSEZHR25senRJQW93dW1uV2RmQm04NGJaUmExUVVlRzdaVUlNWTdleFNlZk9WNXJIdkozOFNhdFhubXN5WkJCTkhuWVdUbWI0bnk1Vk9BUlBlRk9iam1QRjU0Qy1RWHd0MUdHX0tiY2gzSjJqLVRLSk85bVhFV05jTmM4NURpTEd1eGdJTWZzVmhTMkxxU1daV0VOLVFDdWpSUHJoNlBaVjZB?oc=5,16,0.985,2026-03-16 09:06:39.010572,1,0.985
ARTS,LiberNovo Omni Just Won the iF Design Award 2026 for Wellness Design - Yanko Design,Yanko Design,https://news.google.com/rss/articles/CBMirAFBVV95cUxOQkdTSHVOTzRfUWpVdzV2M2NBQkhkX0dnaU5uMW84ZHZCUUNMaU9SdGI5Yl96UEt3WDVEVzZXd3d4OFN1RHIwc3VUd1RjWjNXVWo1a0QtV1Vwd2RGOUktUGFPVGdoUVZYbE90NVU4aU1EdGxzY2ZGNnhjbFpwMWVHV3RVSjMxd0JQVEF2Uk90S1BnUXNDNElydS01Y0hMejdwWG9xMHRRNUV4MmQt0gGyAUFVX3lxTE5LU3B5REx3M0VQU3U2OG1yNEpzVzJRdko5OVFSVFpGY3FLamVzaTQ0VHFJRC1XZEpaUGM0MFIwVUJNdktPOHhWWEFDeVpUS3BmVkFQcEZrZURzc05KajZkTkhJUHFEaEdlQV9xdDFXbTR3TWoxRkpoV3R1SW9YZFVSdlNaRmFLeWNqLUNyV1p0UXc3YWU0UjZJRmRxRUd4TFV6aTlxcXd1dGhfWUVObHRtTHc?oc=5,16,0.985,2026-03-16 09:06:37.439496,1,0.985
TECHNOLOGY,Motorola Razr+ is just $399 right now – the first time it’s been worth buying - 9to5Google,9to5Google,https://news.google.com/rss/articles/CBMigAFBVV95cUxQUlB6R2ZMeklrenhyelVmdUhBb0l1SVRENHBFZlc5a0FXRUZWYnAzV1J5TnZmS3l5LVR0TU9lX2JpX0g0TW1GSUZOU2JULXZqSnZiclk2d29mcUVLejFiV3Z1TDdwamdTdmZaaWw4eEc4VDlDdFNaVlFGaXYyM1k5Zw?oc=5,16,0.985,2026-03-16 09:06:36.296998,1,0.985
TOP,UniCredit to strengthen stake in Commerzbank to 30% laying groundwork for potential takeover - CNBC,CNBC,https://news.google.com/rss/articles/CBMijgFBVV95cUxNMm1wbXhrLTZJN3BvSTMzTkNHQ3ZTMVBJcnpCcVlNU3hSeVBYb0Vtal9SQ1p6X25CY0lwNU9xWkptX0xqZFVRcThaaFAxdzZfdTBDUWxTMm1VWDhVdGNidXZIWndMODlDczBKZUw0bWhzekFRdWx1WWh3UkljTUNOSXdjbTlzd05HeHFBSjJn0gGTAUFVX3lxTFBQTDNzckVZQnN4ZFNpWEtkNEVVSDhnMXhSc3ZKZ2k3LUJ1dmVXbUlwVnJKTXJ0NDQwVmJHbmsyU3R5RzVLdVRkNlB5cHB4UnN1eU9yNnBTbDlpMlljSUhWOVdVcWMzTDc1T284XzA1aXctcXFCRFZYNXk3VktPNTJNQmRhNThHTUxWcjdXdGx1akFoZw?oc=5,16,0.985,2026-03-16 09:06:34.898333,1,0.985
BUSINESS,U.S. Energy secretary directs Texas oil company to restore operations off California - CBS News,CBS News,https://news.google.com/rss/articles/CBMiswFBVV95cUxNQkdsQ1JTelp5ckctbUZ0MHBXdnU5cWlmSGpMSmgzMUVudTFLOWRHM19CRlFJcWhyYjQ3am5UdEh4bTVuQTBPX09GaXdQdU5HajloTFVrTUVEaGpTVF9Sd1kyR0xnNERndXhBOG5jT3Y0MU5TdklpQjNKeXoyRVB5M3VXeTdUa0Z1Z0hxVUYteEktZmF1bk5oOHF6bHZnTlI5TGtOX2lyci1VaWVCQWZEN2Y1UdIBuAFBVV95cUxNWkN3RVJPZXkwbHc1QVl2VXk1VlJ1OTUzX0MteVpXRDl6SFlzejYyNkJrVlNoWVhkeXhUZDBfYlJKalQtR0dPQWtVOTl5cUtTX1BHYVl4UVdSTXZxYS0zR18yN3BfcUlCTjV2dnM2VGE5U2VyUGFMS1JsLUMxTmdIaEpoMWdoR3JqMk5RSDRWTmJERVlCWGljLWZPMEwweWdiTDhkV0FaQm1NT3ptV09uWWY4SGZ4WjJB?oc=5,16,0.985,2026-03-16 09:06:35.280676,1,0.985
WORLD,Kazakhstanis vote in referendum on new constitution that would cement president's grip on power - AP News,AP News,https://news.google.com/rss/articles/CBMipAFBVV95cUxPd3BTM0trdllXNDBwUklQZkhqNjMxbWwtZTYwUGhDZHZDUFNPeVhZMmFjUTNFbjdBRWtaR0piNFBNbFVqZldEUVlGU3piQXFLYklrV002cURtOGNFYWhURjNWdDhXbVozUHMxZ2xYYWtJWXVZYnJEVnhsSVdGNTB5eXNuT1hveVA1OFJjcE5CeTBlNXBuMW9jZ0U3dkY4ZkFRWVFLRw?oc=5,16,0.985,2026-03-16 09:06:35.590643,1,0.985
WORLD,Vietnam votes as Communist Party fields nearly 93% of parliamentary candidates - Reuters,Reuters,https://news.google.com/rss/articles/CBMizgFBVV95cUxNUHRnSFM2Z3hZVVk3aS1uUHpDM0ZVSmwzZFhYMEIzVUtEM0V0R3FpclVQc1VUZGEyT0thZWlKQzROdGk5YUoyTlgzQ2Y1ZnVBbWFydWVfV2NJRXVJeXRKbnRaUTktaDVQaXRSaW1EUzlXNWtSYTBwbXZITkRPeE1tMlF2MjJlSHZRWEw4VW1rQTZBeFBkUzBpOHNjbW15QWNkc1hIbmlfRnM4a3Y5RklUcWItRUZGMzNpWjYyUkxGS01nYmszMW5ONjdvQVc4dw?oc=5,17,0.984,2026-03-16 09:06:35.590646,1,0.984
TOP,Oil prices moderate as Iran supply fears persist; Trump talks Hormuz intervention - Investing.com,Investing.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxNcHJ2RXVkSHNyVmdLaEZ5OTNRbWhsTFA3djhaT0VBN19UMHJybXkwRVBNaUo1c29WbXFuRjhTTm0weTc1dW5ZdlB4Q2xkUlhod25aSXdfZGNQWEplbkhvaVJ4WlJfTGtmaDFFVUVXdC05bkcwNTVJN1k0YzZJNnZ2MEtVSTNRVVhfQzl6Wm0wVjZtbXZMMkt0b1pkU3NSTk1aNGxNRVRkbzhCV1pkbHhn?oc=5,17,0.984,2026-03-16 09:06:34.898337,1,0.984
ARTS,"Bronze bison sculptures stop at UNL on cross-country trip to Smithsonian - KOLN | Nebraska Local News, Weather, Sports | Lincoln, NE","KOLN | Nebraska Local News, Weather, Sports | Lincoln, NE",https://news.google.com/rss/articles/CBMioAFBVV95cUxPTWdEUlNBUHJfNEVxazZKMk9qR0h2VjNac3E5eTh2bkY2WUxOQXhNbXJtbjdHTVlVa2hiMjQ5bFRZX1g3VE9rM0hFbG5JSG5uTm1GRzJpYkhIOC1HTFNIejdqM1o5dUl3Ty13QXllNFZsbVFrLVBmVW5qcm1ROEd0R3JFQUdqVDBwRXpoMnBOV3VWVk1fMGVQMnBpRC1fYmRl0gG0AUFVX3lxTE5GQ1NyMVE5a0R1eDhlQ2h6V0pZTG1mSmJKUkc4eGFycElFUkxlVEFuWFE3a1pqdkpqRXJ1VThnQWV1VFRyV09DUkxVdTY0WVVWZ0Y3em96V0NvUTcyZkl4cEhSQ0VqcnM0SUtiSE5wWkl4TjZBUDFHeTZWRklQc1ZYY0JVV2tkZVB2eG1EWHJ2YVRjMWlwRThjaW8yWTFNV2laRy03cjVIVUlqT0dRQl9CUVZWYw?oc=5,17,0.984,2026-03-16 09:06:37.439500,1,0.984
TECHNOLOGY,This Week in Gaming (Week 12) - TechPowerUp,TechPowerUp,https://news.google.com/rss/articles/CBMib0FVX3lxTE1Tc0pfd1dtcGczUWtvX2dEek1QOURzV0gzYkVqQXZmdTlNQ3E1UEF3eGxQTmJYajFGX3VKTk9xWlNNMWRjNEQxQU5feWRTd2hFN25CSXU5MXJMemZiUEpUODNpeFJWanFOVXJDM1Y5NNIBdEFVX3lxTE1RdjVMU2kxR0IwNnVzNndYT0x3WmNSM1hvaTI4eFRPVkhLV0FrbnhWZlhlN2RNcjJhWEZZQklfSHNjRkE4NFFLbUM5RmIyOFFwWmlqZ1RhOFFsY3NwUTByUG1nWkFoLXlQVmduMWZnWE5aWlJq?oc=5,17,0.984,2026-03-16 09:06:36.297002,1,0.984
SCIENCE,Physicists break longstanding high-temperature superconductivity record at ambient pressure - Phys.org,Phys.org,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPQ3RwenNlZ2VIM2hUSlR0UHl1ejZPRXFLTXA4MERJTFk4YjRWNlFoaGs3REVhTWFyZDFheXZFM2hjSUV4ZGo2dzlGSjdDcFNYSXp4N1llenp2ZTktaXFxRjE2SG8wZmwzeTkyQzFaZ1lVMlpQbEFPWWNLRXdSbkxGVDNVS1oyN3lp?oc=5,17,0.984,2026-03-16 09:06:39.010575,1,0.984
BUSINESS,Dow futures bounce 350 points to start the week as oil prices fall back to $95 a barrel: Live updates - CNBC,CNBC,https://news.google.com/rss/articles/CBMid0FVX3lxTFBpZm5WNGZJZ2c1Ml9ZRGZiYWxlMDFsMGhvQ3JGeTF1cjBlRV9VaG5Vb3BnTHNnaEx4X1ZEdGpEcXo2bVJ5UnFvM1lpWG9fU0c1OGZMN0h0R3JZbDlYai1ETTg5ODFmbTZMNkdKZ0hwbUlKVmFwNWdR0gF8QVVfeXFMTl9BV2RrS3pRYUVpOTVRaWV5Um9FSFNheWhaYlJoakgxZ2xaYktEMEk1R3lsX09vSFRQbnQ5cUVVdWZzS0c1VXppS0FSOUdZYUNKYUNURW9sSGwzcWlydVppazJoN1pNbVNYYS1FbG5idG50emt1R2VEbmhkbA?oc=5,17,0.984,2026-03-16 09:06:35.280680,1,0.984
WORLD,Hungary's rival parties hold parallel rallies ahead of vote - DW.com,DW.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxNSmd1bl9ab01mbnBFUWdYUEI4NEZGYldHVzMzNkp1Zmk4cFYxamkxQjdhN3VCajZLU0dIUUVLci0xZFNfTDdCblpXMW9Xek9RVWxNcXcxd19RRG55NWdrMFgxVjZtNW12S2pyNDd0THE3N0kwQnhPY3VDcmpNV05EYlV6MHRLbTNtSjctWm1ZYjMzZGlrMGc?oc=5,18,0.983,2026-03-16 09:06:35.590650,1,0.983
TECHNOLOGY,Rumour: Pokemon Legends Galar to be prehistoric Pikmin-like game commanding groups of up to 30 Pokemon - My Nintendo News,My Nintendo News,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNYWtCWTRQbnluRXlvd0oza3hWYjBtd0s1WkJWakRKdzRSNDRSd2xSSGN3b0c3QlVlVXh3a3VlMFVtamhFLTFVVW1aLUdTRHJIZkxDVkl3ZHY1bE1NRGtibnZvWlBSX195d05GS1lCRzhTV0R0a0h5VGRwZWJOUXRZRm5mekxCbm83TnpjRDVsLU1lU3JRaXgxX01KNFFvMHJKaWVmMXBfNWs3cEtFUW9hLUI3RmQyVnVBWm82cDJrMmhUaldjUkZodHkxdVBjd1dTTVByNzZLVQ?oc=5,18,0.983,2026-03-16 09:06:36.297007,1,0.983
TOP,Oil price spike likely to keep rates on hold but deepen divisions among Fed officials this week - Yahoo Finance,Yahoo Finance,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOSDY3LUxRRFg5YzFreXNXYjZKQmxnYVFFTVFUR3ZFLTRvNUFtUWFqeG41aWlhT19BNFZSTzJESUpRa1FjakFfejczYV9Sa3QzTmRqN2NCaDRBSlhuNlRVbnEwSWJSdlljaGZBZ1BhTzY3ejJ5N1JUTkVaSVdlWXlqMUFtMnJzZjNiU1BMTVZYYS1HRjI5dnJPYmFEcDZDZmhNemdmS1FleTdJaVRGTGw2dDktdnJrQWdfeGFhQVlNYWptbFhCRmd1bWxlemxRdkkzSE1OZEZETXI?oc=5,18,0.983,2026-03-16 09:06:34.898341,1,0.983
SCIENCE,A state of matter last seen just after the Big Bang may exist inside neutron stars — and scientists think they can prove it - Space,Space,https://news.google.com/rss/articles/CBMi8AFBVV95cUxNeXpLU0N6NE9FVmx3VmtjNXRwcEF4enVSekNod3gwZEJ3dF9qTGR0a0pSVDhVTzhjX0tDOElHOVM2QWtFYm1NN0lJUUxuQUNDdlNiM0phSlJlMHRyYlVNYk9TXzRHLXlpVl9iUFFVcXllZl9XZ2VQbVVPLWIyZjhvQWtzYXRVQlg2WlZZUnF1V0FyVnEtS3hWdUFoRENvOWRwV1g1cF90WVZsRDJCQzdSWkQ5aGx4bGdvbGNxUEpMckRDdnVjckcxd0FMOE5aYlp2eXNIWHBWLXNvU3VPSmttekdkMFUyc3dMa0liMGhDc3Y?oc=5,18,0.983,2026-03-16 09:06:39.010579,1,0.983
ARTS,"Sculptor Thaddeus Mosley, who found international fame in his 90s, is dead - The Washington Post",The Washington Post,https://news.google.com/rss/articles/CBMiiwFBVV95cUxONHZDRlplMlZQN2ZyNTA4eHdEYld3ZWNSLXNZdUdGUVFYNVEtNXcxb3pOUERRTEJQUjl3TTNjaHFjTEwtU0Z0ZFA5MjF5TjdHaFlreXViVDRVbzBDUTZOSGREY2RKX0ZCNGxyZnpEOU1RQlBMQzNreFdBU3FhV3hWMnhPMHFCbUp4eGtv?oc=5,18,0.983,2026-03-16 09:06:37.439504,1,0.983
BUSINESS,Iran-Linked Hackers Carry Out 'Significant' Cyberattack - Newser,Newser,https://news.google.com/rss/articles/CBMikgFBVV95cUxQM3A0UW9FX0hHQWlDM0xKb3FpaDVNMEhyOUlvREs1bUZDcTNQVl9FVUlCY0hxaDZWa2VJYWY0NFdPNjJzcl9uTktBczJfY1RKUkFhUTJkczBINDhZd1pfTlZiYVdSenU0T2g2WlpHTEhfckM4MlI3b0ExVjRNZW5uelBqQkdWQnV5b2xfZEtuVVVZZw?oc=5,18,0.983,2026-03-16 09:06:35.280684,1,0.983
ARTS,"Felt Cute, Until They Gave Their Husbands the Phone - The New York Times",The New York Times,https://news.google.com/rss/articles/CBMijwFBVV95cUxON2ZLUW5rMHRDbzAxdC1nVVdkU0F5bldJVnNxSk9vQ0o0WXg2eTR0NXFBQWdIUDI4X3VZalA2RGliRUJIbmE3QzAzSGY4cjM4THdOUE56N1BJVzZ2MFZBSWFiTURiRHhzY19VZEJfdFYtMElMYkpSbGlDaUFYWDNIT2pMSUdVdWZYRUJrRDh6RQ?oc=5,19,0.982,2026-03-16 09:06:37.439507,1,0.982
TECHNOLOGY,Mario Kart World Hori Racing Wheels Releasing For Switch 2 This Month - Nintendo Life,Nintendo Life,https://news.google.com/rss/articles/CBMisAFBVV95cUxPQlNFbVVrN2hTOHh6TFc2cUpLTnJuak1KVTdxSS1jRm9qNzVzNVZDajlrQ2tUVjlXRlNkN0lSOUN1UG9uNFFTR1ZURmM1SXVYN29rVVE4X0J0Z2hZR25WZ0RLUFNnMWVaX2VNc0RqME9aOVJIbXdtU3FVeXdNMVJGVkRpM24zS3pHeVhPbWNOenV4R0VubWJHb2p5emoxTGh1ZzZMc09lcS03Q05iTGZNTA?oc=5,19,0.982,2026-03-16 09:06:36.297011,1,0.982
